State Name,Hotel Price,Self Allowance,Travel Price,Food Cost,Total Cost
Kerala,6100.817505559967,4102.806684413314,8092.923203816876,11126.634233384326,29423.181627174483
Rajasthan,8260.907501592701,3703.2236402926624,7887.984790330519,6960.0394170692025,26812.155349285084
Kerala,6259.534193872428,3838.3777188535805,10849.411260055333,9564.893591879994,30512.216764661334
Goa,7804.689857676931,4768.412926696816,19476.880259644706,11044.070083118911,43094.05312713736
Kerala,7883.268013291725,2656.1595438978648,6433.898851547631,6508.551502092397,23481.877910829615
Goa,7017.414331061986,3424.089679816453,19551.152072917015,11991.98788423186,41984.64396802731
Goa,5670.076142253203,4221.961977701983,15225.765993367451,9189.123342886174,34306.92745620881
Sikkim,3143.9133815666946,2822.0569396134097,6497.828389769369,8414.840229808087,20878.638940757563
Kerala,7275.686278368095,3879.722605733441,6461.172451656981,6075.9062699394335,23692.487605697952
Sikkim,6101.547756767323,3800.0462467960224,7503.121340352089,8217.088400495362,25621.803744410798
Kerala,7020.398840496118,2906.8427586054363,10767.093266944492,7645.244276299742,28339.57914234579
Kerala,4564.820807544554,2673.741117948964,10242.518863600188,11256.66847829748,28737.749267391187
Sikkim,3681.857377933849,3561.0510304877234,5251.130057319869,5398.851088981578,17892.889554723017
Sikkim,3072.72332833941,2549.6120710962723,5364.509176839518,7930.25092442831,18917.095500703508
Kerala,5252.937794032985,3845.228637027357,8417.239695795823,8709.019968920065,26224.42609577623
Rajasthan,6949.588434273166,3347.4765072975256,9362.323952383547,11075.04253409383,30734.43142804807
Goa,6961.220225498661,4335.099798582941,12323.843230560478,11594.300600721688,35214.46385536377
Sikkim,5187.374610118645,2191.0706276693363,6405.0224945435675,9670.486360359268,23453.954092690816
Goa,9520.793472468742,4247.718649353146,18034.827432968847,13216.39428521405,45019.73384000479
Rajasthan,5741.2773351165015,3403.535357474458,14433.824429054832,12035.420815607322,35614.057937253114
Rajasthan,6569.947445799055,3673.216926350948,10240.821556220531,8197.128477057293,28681.114405427827
Rajasthan,7918.265063705716,2836.0284154897267,14248.888017059977,9766.158937547321,34769.34043380274
Sikkim,4982.713911606351,3473.7474898883643,6607.478506239409,10880.756549074398,25944.696456808524
Rajasthan,7110.433501139367,4225.594155086457,10811.495890750333,12926.157916755395,35073.681463731555
Sikkim,7311.818543733726,2433.479600181551,6130.144989079999,11226.635177306342,27102.078310301615
Rajasthan,8747.60311828821,2691.4291110403233,12123.808337406752,8600.270838370638,32163.111405105923
Goa,5735.36740464519,3047.2771720926726,19789.811151748087,8561.332137749203,37133.78786623515
Goa,9632.938125807472,4283.943000886532,16034.930960433787,10915.14029925271,40866.9523863805
Kerala,5960.58146539769,3414.1880721775615,8146.884504681293,10691.490162852297,28213.14420510884
Goa,6291.221941494792,4093.39482542814,16478.174459905284,10940.552566026381,37803.3437928546
Kerala,5795.678781191306,2663.894192231951,6737.524070792326,8882.26604319568,24079.363087411264
Goa,9900.162876427385,3781.811991811029,18886.590802653984,13705.843368654405,46274.40903954681
Sikkim,5463.090469964348,3188.952670372346,7515.419753899181,7529.826453470305,23697.28934770618
Goa,6643.758051437541,3993.5337177183387,14493.49742039642,13878.357398493165,39009.14658804546
Kerala,6667.004271583629,4175.571040429775,9515.188730721115,8347.633606662064,28705.397649396582
Kerala,4700.728093890965,2472.879505113466,9748.703176736415,7797.631739748376,24719.942515489223
Rajasthan,4379.316640543319,3890.2891080951877,7574.206449812104,9177.929378397894,25021.741576848504
Sikkim,3644.3986095532464,2808.637536208584,8413.086106117013,10337.128710724079,25203.25096260292
Goa,5640.2291947888625,3856.3992298512294,12419.316803155296,8008.016222911954,29923.961450707342
Rajasthan,4759.513467561472,3935.1955313163526,12711.62106005272,7374.934511104122,28781.264570034666
Goa,5694.135863247051,4384.87230264874,18225.347943841967,14611.558605304735,42915.91471504249
Goa,8204.373724016074,4982.511987404377,18039.585075525203,8403.933019050859,39630.40380599651
Rajasthan,4909.400421995724,2756.7885789082507,11420.007739263114,9974.091225517383,29060.28796568447
Rajasthan,5728.336416619316,2708.2192987683325,11161.359138486008,10055.201266633565,29653.11612050722
Rajasthan,8483.942049530058,3948.677634257482,8143.007690715294,9427.371234351715,30002.99860885455
Rajasthan,6369.808201314361,3656.773834012818,13202.769203225085,10513.21674003773,33742.56797858999
Rajasthan,7337.788692605136,3048.3213331196116,9171.275043573714,7608.787080583329,27166.172149881793
Goa,5861.59935600815,3158.8387379779733,14966.954228179466,11421.298142213986,35408.69046437957
Rajasthan,4961.4450940433535,2671.316499192861,9274.192743420133,8605.21278672828,25512.16712338463
Sikkim,3204.3430813323944,3788.3817493282368,5669.141814998466,9631.670817404323,22293.537463063418
Kerala,4344.675315360822,2583.734649437486,9777.34618135042,6488.5648036120465,23194.320949760775
Rajasthan,5392.951695159793,3146.7431242310413,7434.65627858323,9996.141917876334,25970.4930158504
Rajasthan,4885.052421383734,2953.3128044539762,12989.1618730096,7296.892487683266,28124.419586530574
Goa,5443.512668785278,3709.9926116638744,13175.867952611166,9229.144504920292,31558.517737980612
Rajasthan,4603.179355503004,2638.847685492187,7001.077544035883,7530.968602265082,21774.073187296155
Rajasthan,6303.893840163629,3538.1195818165406,11089.033113897838,7279.86445908172,28210.910994959726
Rajasthan,5031.668592028963,2635.2251271844298,7374.815268220825,11779.976660924669,26821.685648358885
Goa,6821.349305240377,4600.713015644723,12761.695578208995,9285.660541287123,33469.41844038122
Rajasthan,6517.0863542742845,2967.424163820866,12655.81189964573,12489.866473051145,34630.18889079202
Kerala,6951.9741431468265,3280.023829209021,6376.137729731196,12289.485677416336,28897.621379503376
Goa,5196.5606992054945,4760.158175122917,18393.38492356002,11570.083759496778,39920.187557385216
Kerala,7497.051994545213,3501.7547380943884,6022.919535951499,6501.007858660085,23522.734127251184
Goa,8139.501947454539,4065.9155731026704,12468.238692019022,9996.38594703665,34670.04215961288
Rajasthan,4408.79515974436,3148.6675062307513,12927.232449216572,11584.125843437498,32068.82095862918
Kerala,7867.893120533886,2866.003826116396,7897.620898375841,8071.735100879493,26703.252945905617
Goa,9604.362002659065,4338.97391039638,11018.923880660135,7696.13774642231,32658.397540137892
Sikkim,3305.3897992743186,3988.278722442335,6801.169594002139,8897.494376497316,22992.332492216112
Rajasthan,5384.388240736019,3823.6783796987575,9163.146291076204,11915.845960472245,30287.058871983223
Goa,9031.006398965306,4115.56683474005,18427.119021605547,13367.411097148019,44941.10335245892
Sikkim,6741.298451918292,3461.3010204784923,6566.739587925716,6225.861980912473,22995.201041234974
Goa,5922.6050967818865,3930.4112245674364,17889.32471776007,12382.116915299734,40124.457954409125
Sikkim,4046.7466166835516,2120.2846852015705,9459.360724053673,6543.52984404953,22169.921869988328
Rajasthan,5852.36051395691,3624.59363175582,10470.539356612237,7527.452741865205,27474.94624419017
Kerala,5922.614925955107,4115.250569010761,11459.658863126351,11618.502413136295,33116.02677122851
Sikkim,6091.27385765148,2350.6058847153195,6886.590269815964,6747.682669181611,22076.152681364376
Goa,6844.568197848862,4380.009781641332,19640.78416490108,9105.97877214409,39971.340916535366
Rajasthan,6312.67358066574,2901.867377318113,7714.316196204583,6004.573735329097,22933.430889517535
Sikkim,6737.3546906687825,3071.6553689461625,8435.096332516214,11094.683238878624,29338.789631009782
Goa,5183.41601445299,3193.3528992934394,14938.140404569287,13340.758505673079,36655.6678239888
Goa,6262.184721720104,3900.74187251637,13876.48805455647,12018.631480725424,36058.04612951837
Goa,8566.747929422763,4512.326657790492,16327.118787486008,13002.126111510737,42408.319486210006
Sikkim,7476.034188435997,2695.143048477964,8519.285458171657,6064.3399719714425,24754.80266705706
Sikkim,5558.38721057833,3329.8234489744364,5021.816348251546,8208.265162113028,22118.29216991734
Sikkim,5660.567426326578,3590.8999215794584,5834.765443735993,7458.5357114414655,22544.768503083495
Kerala,4035.8600566988803,4054.3556389589053,10278.276303805913,6156.435683799115,24524.927683262813
Sikkim,5237.061834117273,2469.2841637109073,8331.927067891032,8402.913396504468,24441.186462223683
Sikkim,5663.086332275116,2798.631831618616,9830.237525643386,11445.177552398447,29737.133241935568
Sikkim,4212.352518173649,2304.832026660835,8805.188951253915,5280.413833354862,20602.787329443257
Kerala,4846.216154746905,4184.967004316751,11704.636246388029,7540.2263944565575,28276.045799908243
Sikkim,4886.420815523114,3854.0019358485906,8512.702507674036,6452.786553439924,23705.911812485665
Goa,5100.355988888632,4079.914260561119,12980.52208639443,8905.17322932557,31065.965565169754
Sikkim,4610.3958279158915,3684.0665887528426,5526.824611254282,11359.041863155628,25180.328891078643
Goa,6057.240034982723,4041.9159545440843,17818.238633449357,10744.552433874322,38661.947056850484
Goa,6637.486760889573,4247.171376005519,16441.492214759157,10730.395303518551,38056.5456551728
Goa,5598.810659096256,3178.248864232033,10481.860123932962,13084.605139642259,32343.524786903512
Kerala,7952.636403699475,3710.540840993616,8160.30279540587,6581.445428034481,26404.92546813344
Kerala,6467.962267770243,2455.4269672704695,11740.798892905717,8910.857478700356,29575.045606646785
Kerala,6895.511595722448,3852.135260505057,9002.406874261207,8509.896498847418,28259.95022933613
Sikkim,6945.856193036691,3564.056175340772,7163.645680098523,9178.374833826594,26851.93288230258
Goa,7492.2109946452865,4417.489395485953,14576.99605159294,14996.461626003509,41483.15806772769
Kerala,3934.6014404371185,2272.320761049524,7253.296344030982,10886.14225857433,24346.360804091957
Kerala,6185.5327090927385,2806.2567118906572,8212.24302518877,8285.05992112199,25489.092367294157
Sikkim,5934.205590104395,2526.225139821686,6849.066279935883,10792.871365918329,26102.368375780294
Kerala,7227.19737092165,2920.272814943038,6314.130121124835,6694.958543187361,23156.558850176883
Sikkim,5158.297731148397,2175.2854935276773,8837.838142589591,5213.245804162721,21384.667171428388
Rajasthan,4637.9015139778185,4373.915646062125,10332.035455231031,7431.138607249912,26774.991222520886
Kerala,4918.879528993622,3307.6044814247525,10933.07932089854,7882.880892799818,27042.444224116734
Rajasthan,5815.411481993176,3111.048621316047,13802.784008959163,9574.065302216919,32303.309414485302
Sikkim,6229.586206658007,2793.9630341485667,6059.970273493291,9305.903983788397,24389.42349808826
Goa,7853.89152334456,3894.4050810096714,16573.534821701287,14284.845737715374,42606.677163770895
Kerala,5280.483629489231,3401.1886667212348,8833.69082497789,9068.978066853204,26584.34118804156
Sikkim,7932.576243964899,3031.358855392996,9400.783689607426,8508.929512380106,28873.648301345427
Goa,8028.874096784435,4838.7839464288345,12157.40679176454,7401.944078583857,32427.008913561665
Goa,6186.133958679972,3993.9269658116605,16778.132003100443,7279.29242124979,34237.48534884187
Rajasthan,4508.912363102018,4484.316029646625,11862.01697802178,9858.119733414605,30713.365104185028
Sikkim,3764.29569592166,3702.8499154901915,6476.507387859164,8067.250292738412,22010.90329200943
Goa,6229.788641922541,3417.0210287146715,11366.009036511727,13713.443159842389,34726.26186699133
Kerala,4303.406866297779,4061.1904292878326,9909.838562863659,6624.757092982916,24899.19295143219
Kerala,4432.835120256529,2432.732795770952,10431.584748793985,5674.801634819347,22971.954299640813
Rajasthan,5425.475843469236,4134.899416982384,9525.0187501068,9143.271375510882,28228.6653860693
Goa,5866.867976473774,3761.24658695316,16448.32604022314,8899.82845401806,34976.269057668134
Sikkim,7483.827123132126,3755.9486408901394,6975.654538057516,5347.300613371862,23562.730915451644
Kerala,3901.168728308211,3936.1133802149006,10279.241299695706,10572.188007933402,28688.71141615222
Goa,7622.556947851273,4611.850800235243,11992.15274894053,7892.74399965798,32119.30449668503
Goa,7051.984134948308,4580.060872614123,18902.15002636174,11866.556000062174,42400.75103398635
Rajasthan,8911.893084543033,3109.3582781960813,9299.276771724639,7967.348251168224,29287.87638563198
Kerala,4060.1945108402615,2361.8385661025045,8206.715926536917,6714.472352485154,21343.221355964837
Kerala,5489.277995228708,3005.9603575303227,6348.551712482099,8158.260660435222,23002.050725676352
Sikkim,7847.352166376844,2347.0490299730172,5557.561061606382,10610.120433560674,26362.082691516916
Kerala,7827.535629469901,3589.9021778049237,9095.171416273968,8244.655038332008,28757.264261880802
Sikkim,7085.360354746399,2692.199453075571,6337.963383639857,10255.387544477391,26370.91073593922
Kerala,4789.514135224699,4151.22040171983,11012.881354453166,6378.404077594055,26332.01996899175
Rajasthan,4854.4379369503295,3781.9441546906637,7117.547109239631,11409.399937655555,27163.32913853618
Kerala,6843.2160996221555,3844.9611272687216,8274.564292031617,7158.533274346541,26121.274793269033
Sikkim,7646.879945637929,2265.049345483697,6686.727733845463,9741.751909222108,26340.408934189196
Sikkim,5783.814465069649,3724.028964545245,5096.638154588005,8960.470883886974,23564.952468089872
Rajasthan,6858.063447349499,4345.514381026789,7994.947192004081,12504.013020481812,31702.538040862182
Kerala,4899.895468301421,3174.123837637872,8481.85604951181,8211.257625827198,24767.132981278304
Kerala,7347.464665959685,3412.505875501955,8957.18750668468,5963.156321841083,25680.314369987405
Rajasthan,4935.218742787617,4029.619601805991,10234.317978038953,6134.08839885877,25333.24472149133
Kerala,5118.396182021219,2549.677254520825,9185.626070472563,11288.00992680927,28141.70943382388
Kerala,5627.182193082084,3205.132152926885,9570.79004943409,9173.149463630025,27576.253859073084
Sikkim,5538.051893422275,2797.3260555446263,5049.619105639178,10426.708362844645,23811.705417450725
Kerala,4712.048662075401,2492.7479843244982,8784.570956721023,7140.979200080603,23130.346803201523
Kerala,4074.1841236960177,2935.068844583063,11780.99544532553,7915.586218592636,26705.83463219725
Rajasthan,7053.100212208163,2636.344618770987,11152.25824103639,6210.727105479233,27052.43017749477
Rajasthan,5443.152766201279,2551.623813898974,12420.338139671625,12730.446272018784,33145.56099179066
Goa,7906.191107113062,3270.3325783096457,13118.638579168832,12342.943253606507,36638.10551819805
Sikkim,3771.8135763710115,3926.230223178348,8869.956890763813,11532.435614315144,28100.436304628318
Kerala,5905.700509274087,3299.059071790034,10637.52889125669,7358.474852003506,27200.763324324318
Kerala,6162.94716275793,4131.64432230644,9127.776285924834,9780.245278579627,29202.61304956883
Goa,5259.117684112134,3864.995756660264,19760.13823279214,12427.999746341102,41312.25141990564
Kerala,5183.021390969603,2823.632266170519,6753.30128857592,7722.847901803119,22482.80284751916
Sikkim,3672.0733846948715,3012.2837256804883,5084.738324447905,10936.764645109412,22705.860079932678
Goa,5316.874852363839,3879.0233772658203,17701.58211757096,14577.291703201983,41474.77205040261
Sikkim,7949.8011619497265,2211.329368523488,9035.777686824413,11193.98582387203,30390.894041169657
Goa,6611.769224873615,4281.652629380413,11202.072291205763,12912.535807514982,35008.02995297477
Goa,9049.372229273175,3432.0763650191993,12655.82832958606,9219.717437799633,34356.994361678066
Rajasthan,5273.203273818819,3739.175909795659,7140.418906933031,7971.312294739422,24124.11038528693
Sikkim,6407.513611119646,3300.4021847963068,6466.543053902824,11743.522243122265,27917.98109294104
Kerala,7301.139299448432,2504.0497062572963,10638.851243512028,5571.991471549844,26016.0317207676
Kerala,6478.193703039222,2322.699254221336,9107.763166275474,10512.34981269501,28421.005936231042
Sikkim,5357.880942750791,3561.5231721368796,6740.477965841441,9943.723137886835,25603.605218615947
Kerala,5559.204570736343,3119.60084753864,8230.435769437981,9858.826786648582,26768.067974361547
Kerala,5244.3413327149765,2316.3275910109514,6008.121754292809,12430.76192260806,25999.552600626797
Sikkim,7647.64572123913,3989.7326343395343,6499.002637826179,7183.156050346077,25319.53704375092
Goa,9153.097038938646,3115.561121992733,16464.587416379305,9719.774910345986,38453.02048765667
Sikkim,7825.134553332563,3390.0704577171064,9870.972219081785,5552.575820625889,26638.753050757347
Goa,5621.486117427724,4967.357850526827,18470.608269838995,10542.3850923499,39601.83733014345
Kerala,7154.337376018221,2678.3602084318513,6141.569787873174,7327.339683643937,23301.607055967186
Kerala,8191.702284105189,2484.4987373743925,11391.363628049035,7903.70691524351,29971.271564772127
Kerala,4406.1653308283,2442.769878844858,10699.190479791756,11342.002531789392,28890.128221254305
Rajasthan,4332.481336833887,3106.550295135191,13243.008988567843,12548.39159469247,33230.43221522939
Goa,8705.603246450295,3202.0916220212935,14579.957590035716,8485.864576041486,34973.51703454879
Rajasthan,6872.365565899559,3884.3226833882636,10184.042343636022,8607.56252087426,29548.293113798103
Rajasthan,8209.14388379136,2624.5835962601254,9423.32583066554,12500.413934807759,32757.467245524786
Sikkim,3698.8618831314475,3018.8442562995797,5328.474294771829,5432.659224824559,17478.839659027413
Rajasthan,7976.3365592994505,4493.393707705954,8825.882907949594,6646.52369677965,27942.13687173465
Sikkim,4008.1366002387226,3627.9405390120373,6233.018174890123,6139.536924443606,20008.63223858449
Sikkim,3818.2797143285225,3230.4388764620217,7420.385348551008,9166.489838888123,23635.593778229675
Rajasthan,4821.328989654965,3112.5072415732234,12979.555252773553,7053.3058970419825,27966.69738104372
Goa,9072.87360115691,4247.7916725832765,14738.098283979467,14744.611051605869,42803.374609325525
Goa,8325.986103481,4054.082927823303,10578.444494471605,10573.716218068163,33532.22974384407
Goa,7615.327123845596,3852.1667677807427,19577.89800988204,11012.143682801332,42057.535584309706
Goa,6794.152420617513,3261.420753480399,19427.243190941124,8973.268926443252,38456.08529148229
Goa,9386.00270406554,4773.208430480933,17851.895431484085,10767.682019477868,42778.788585508424
Rajasthan,5962.225537113177,3399.569297642645,14930.623212513765,10633.39542845908,34925.81347572867
Rajasthan,8082.997197357885,2889.24502364153,11355.858662402105,11258.2399586783,33586.34084207982
Kerala,5695.674542851092,2935.518701754579,11776.610101519236,10777.07657896939,31184.879925094298
Goa,6884.7221471245375,3828.259505057854,10756.050406167507,11623.128901552707,33092.160959902605
Rajasthan,6313.398928348032,4155.075791133749,9925.44598609097,12330.518424957001,32724.439130529754
Kerala,5006.889370820711,3667.228761122804,7352.287608040595,11221.854931142767,27248.260671126875
Goa,8738.046900881256,4538.6097872826795,11958.3308413427,13056.384917589003,38291.37244709564
Sikkim,5513.601950462396,2022.0625288572944,5704.01474446338,5389.238651763224,18628.917875546293
Kerala,4661.063475734087,3032.307996359523,9734.48184939598,5548.145735537545,22975.999057027133
Rajasthan,8497.872866372843,3462.6883032706473,13250.57484597844,7487.130940368311,32698.266955990242
Sikkim,4919.456106866057,2038.3845536461133,7891.4919971018035,9644.665157394167,24493.99781500814
Sikkim,5717.764305569943,2519.6264174900684,5734.8135479410485,7878.382422177821,21850.58669317888
Sikkim,7532.360554822735,3520.57964624427,9055.618849667355,7816.843815095182,27925.402865829543
Kerala,6621.189979569961,2474.219411457998,9815.728242982372,11692.108217607296,30603.245851617627
Rajasthan,4584.49020354182,3570.620262905183,10105.325649015964,12268.93993692287,30529.376052385836
Sikkim,7699.160618067375,2430.403744034475,8370.651477680314,11364.2268483751,29864.44268815726
Goa,8138.540265357089,3024.2415492877867,12599.049792428328,9511.024612120218,33272.85621919342
Sikkim,4674.528073285431,2482.402915199083,6725.961042471053,9837.390689174832,23720.282720130395
Sikkim,3696.3603633169364,3951.7475098201076,9587.429215659951,6901.432268920587,24136.969357717582
Kerala,7470.12594635148,3803.0742237659792,7743.027034028522,6834.268831521149,25850.49603566713
Kerala,6600.363779642568,4119.153288642066,8819.92960894762,6792.427201431585,26331.873878663842
Rajasthan,6667.305459881607,3475.708087852725,14121.129099168116,8394.753346045158,32658.895992947604
Goa,9469.46291525479,3219.472397355007,17077.213502675273,10439.660958238574,40205.809773523644
Kerala,7442.986056122654,3295.918977947386,6373.2193569882165,11316.644197385478,28428.768588443734
Sikkim,3758.374398663756,2908.754669119922,5736.515221394851,5839.237654308985,18242.881943487515
Rajasthan,5558.610338977741,4188.714165479232,7062.732726175334,11144.48093176426,27954.538162396566
Sikkim,4242.445699072328,2196.165161568489,8154.608951145818,8720.184399325137,23313.404211111774
Sikkim,6719.731462863385,2976.4822740435566,7238.367127052092,7015.617398731947,23950.19826269098
Kerala,3667.662173678897,2500.0973293879683,6805.649105413653,8949.737091729772,21923.14570021029
Rajasthan,6849.448424356582,3149.35185378012,14663.472968454163,8099.594488439158,32761.867735030024
Goa,8812.293428703453,4474.714154775599,15296.597239456198,11768.655641906447,40352.2604648417
Goa,9383.828183808746,3952.036258737533,12418.932941128893,10470.751382841954,36225.548766517124
Kerala,5210.408743579537,2951.7765702915385,9003.621426928246,6650.838703552151,23816.645444351474
Kerala,7606.286523360064,2988.952557140071,10077.721996410646,6316.081521889877,26989.04259880066
Rajasthan,4553.158684776036,3418.8935368119733,7609.913743788516,9826.86977450491,25408.835739881437
Goa,9232.26145867259,4570.033087674114,12747.03815047892,14219.304266288827,40768.63696311445
Goa,5637.443311659912,4784.169377880469,18069.654908839937,9751.661492461484,38242.929090841804
Goa,6986.436452801836,4910.669373007857,14596.648704026611,12864.000857780986,39357.75538761729
Sikkim,6986.476828897768,3573.8067725105902,7732.885710161474,9610.629484578369,27903.7987961482
Goa,5749.5871367438685,3630.8137914960253,14328.160022094693,14452.439314475847,38161.000264810435
Sikkim,4146.256976163208,3376.269412173084,5219.499713215026,10746.867121093986,23488.893222645303
Rajasthan,7611.262841965332,3375.2062481107837,8325.998238561247,9966.23681233824,29278.704140975606
Sikkim,6600.182682730372,2509.3412440921024,7227.7081937094545,9599.21348763875,25936.445608170678
Rajasthan,7205.738164426486,4181.743158851845,8673.483723263422,12288.705266088244,32349.670312629994
Goa,8469.7422223355,3076.85269792465,10499.790286596788,10196.150276695478,32242.53548355242
Goa,7713.622216737981,4803.523984270847,18436.496640518235,9614.35764686222,40568.00048838928
Rajasthan,5258.995294534764,3422.9549292494685,14849.540233312928,6075.677585446374,29607.168042543533
Kerala,5228.479967519597,3474.402953616561,10758.857243980437,11285.85751934025,30747.597684456847
Rajasthan,4907.988584007128,3818.7078444115655,13830.279373637335,11606.864902823554,34163.840704879585
Kerala,8042.252806668142,3990.2354814130726,7451.862781902272,6231.18162670106,25715.532696684546
Sikkim,5916.958973830602,3273.3393643344143,9803.134877565999,9038.001667928902,28031.434883659917
Sikkim,5004.257083818199,3227.8671695201238,5984.628522267142,8247.871887168212,22464.624662773676
Sikkim,5310.029018220664,2133.30408112138,9757.149051809161,5830.963668563781,23031.445819714987
Goa,9736.416698059076,4036.816043890408,19948.192939659508,14844.545816485788,48565.971498094776
Sikkim,3766.757015580401,2300.3380016340834,8558.614028730244,6502.871212243488,21128.580258188216
Kerala,6431.149160083986,3674.8675374429713,11886.862390750932,5970.639260633928,27963.518348911817
Sikkim,5529.44339442233,3024.443841625349,7847.698897835518,9163.931656513367,25565.517790396563
Rajasthan,7057.271177173239,3860.4555584167065,9076.334265408723,11172.06673993123,31166.1277409299
Rajasthan,4090.5509191042024,2583.3458012047686,10495.967085324966,6227.104122330309,23396.967927964244
Goa,9360.619544720757,3169.5840320916063,15935.609353787859,12269.741109816177,40735.5540404164
Rajasthan,8660.591412418062,3932.6467761253643,7584.65249621612,9726.04313166018,29903.933816419725
Kerala,6325.665917946045,2344.168671997347,9734.059587703476,6222.855062125339,24626.749239772205
Sikkim,6483.254119384461,2142.513455530517,9905.889183811472,6207.667138624534,24739.323897350987
Goa,9612.496905886477,3024.216950469775,11901.076497837275,11543.794378528644,36081.58473272217
Sikkim,6536.1931715669925,3913.0027965989602,8962.975581441917,7074.503294593019,26486.674844200887
Sikkim,3762.6952145713067,3475.016718918014,9539.493968898096,11568.210100559212,28345.41600294663
